group,subgroup,filename,score,luminance
ID,none,tubingen_000000_000019_leftImg8bit.png,4.185879461054208,94.55540466308594
ID,none,tubingen_000001_000019_leftImg8bit.png,6.616210183830772,86.9534683227539
ID,none,tubingen_000002_000019_leftImg8bit.png,6.123291663614127,92.057373046875
ID,none,tubingen_000003_000019_leftImg8bit.png,4.663558582559299,89.90365600585938
ID,none,tubingen_000004_000019_leftImg8bit.png,6.791142966091298,78.80364990234375
ID,none,tubingen_000005_000019_leftImg8bit.png,4.5323205909552415,81.029296875
ID,none,tubingen_000006_000019_leftImg8bit.png,7.435139820853712,78.14173889160156
ID,none,tubingen_000007_000019_leftImg8bit.png,5.203639496812911,84.45208740234375
ID,none,tubingen_000008_000019_leftImg8bit.png,5.706028545905203,79.68490600585938
ID,none,tubingen_000009_000019_leftImg8bit.png,7.564789243959449,86.25473022460938
ID,none,tubingen_000010_000019_leftImg8bit.png,5.752046732382027,88.39422607421875
ID,none,tubingen_000011_000019_leftImg8bit.png,5.60036501131939,87.31529235839844
ID,none,tubingen_000012_000019_leftImg8bit.png,6.550522984099058,83.54837036132812
ID,none,tubingen_000013_000019_leftImg8bit.png,6.187258086689418,83.41948699951172
ID,none,tubingen_000014_000019_leftImg8bit.png,6.453379969794552,86.2413101196289
ID,none,tubingen_000015_000019_leftImg8bit.png,6.488124465654192,103.8878402709961
ID,none,tubingen_000016_000019_leftImg8bit.png,7.289065120531655,98.27902221679688
ID,none,tubingen_000017_000019_leftImg8bit.png,6.089091551607298,83.01072692871094
ID,none,tubingen_000018_000019_leftImg8bit.png,6.188803641268156,96.67938232421875
ID,none,tubingen_000019_000019_leftImg8bit.png,7.210498482182457,89.04254150390625
ID,none,tubingen_000020_000019_leftImg8bit.png,7.034016328180824,88.25174713134766
ID,none,tubingen_000021_000019_leftImg8bit.png,4.96672103296782,93.92376708984375
ID,none,tubingen_000022_000019_leftImg8bit.png,4.971576835496486,88.82028198242188
ID,none,tubingen_000023_000019_leftImg8bit.png,5.19714259208092,89.860107421875
ID,none,tubingen_000024_000019_leftImg8bit.png,4.433679578141256,85.0001220703125
ID,none,tubingen_000025_000019_leftImg8bit.png,5.672372262583873,82.8990478515625
ID,none,tubingen_000026_000019_leftImg8bit.png,5.716255341885779,81.9123764038086
ID,none,tubingen_000027_000019_leftImg8bit.png,5.147078863091631,83.56067657470703
ID,none,tubingen_000028_000019_leftImg8bit.png,6.2638992103680975,90.44970703125
ID,none,tubingen_000029_000019_leftImg8bit.png,4.475346732373136,86.74176788330078
ID,none,tubingen_000030_000019_leftImg8bit.png,5.240022818686816,88.8443603515625
ID,none,tubingen_000031_000019_leftImg8bit.png,4.854587657434322,88.32538604736328
ID,none,tubingen_000032_000019_leftImg8bit.png,3.7297828456262003,88.288330078125
ID,none,tubingen_000033_000019_leftImg8bit.png,3.7602412568861814,87.72492980957031
ID,none,tubingen_000034_000019_leftImg8bit.png,3.358872778159035,85.38127136230469
ID,none,tubingen_000035_000019_leftImg8bit.png,2.4702498543361386,85.50201416015625
ID,none,tubingen_000036_000019_leftImg8bit.png,3.4220078816081827,71.17256927490234
ID,none,tubingen_000037_000019_leftImg8bit.png,4.3488551343393524,80.99960327148438
ID,none,tubingen_000038_000019_leftImg8bit.png,4.60876324159824,91.59831237792969
ID,none,tubingen_000039_000019_leftImg8bit.png,5.7639999546974385,82.29063415527344
ID,none,tubingen_000040_000019_leftImg8bit.png,6.680282516798986,89.19477081298828
ID,none,tubingen_000041_000019_leftImg8bit.png,6.179012851243554,86.32496643066406
ID,none,tubingen_000042_000019_leftImg8bit.png,5.808368204790564,85.5948486328125
ID,none,tubingen_000043_000019_leftImg8bit.png,6.744063017334909,91.92106628417969
ID,none,tubingen_000044_000019_leftImg8bit.png,4.547932149646989,84.25531005859375
ID,none,tubingen_000045_000019_leftImg8bit.png,4.61105311408533,81.79397583007812
ID,none,tubingen_000046_000019_leftImg8bit.png,4.478230144113427,94.11399841308594
ID,none,tubingen_000047_000019_leftImg8bit.png,4.193956656609236,87.6474838256836
ID,none,tubingen_000048_000019_leftImg8bit.png,6.821595405101517,85.4368896484375
ID,none,tubingen_000049_000019_leftImg8bit.png,6.91263599496288,93.25166320800781
ID,none,tubingen_000050_000019_leftImg8bit.png,4.138633450942489,85.35098266601562
ID,none,tubingen_000051_000019_leftImg8bit.png,4.443734919510987,96.53070831298828
